대지위치,착공예정일,실착공일,사용승인일,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정용면적(㎡),용적률(%),주용도,기타용도,위도,경도
경기도 광명시 광명동 158-1052,20180618,20180618,20181105,131.9,71.76,54.4,199.58,199.58,151.31,제1종근린생활시설,제2종근린생활시설,37.4804531,126.8515264
경기도 광명시 광명동 158-1090,20180827,20180827,20190508,485.7,269.16,55.42,1205.79,1159.67,238.76,공동주택,"공동주택(다세대주택),업무시설(오피스텔)",37.48093739999999,126.8512991
경기도 광명시 광명동 158-1335,20181128,20181128,20190628,156.4,97.2,62.15,597.57,559.95,358.02,공동주택,"공동주택(다세대주택),업무시설(오피스텔),제2종근린생활시설(사무소)",37.4774569,126.8599433
경기도 광명시 광명동 277-9,20180214,20180214,20180801,149.0,82.241,55.2,217.177,217.177,145.76,단독주택,다가구주택(3가구),37.4759511,126.8501545
경기도 광명시 광명동 288-66,20180426,20180426,20180905,146.0,86.615,59.33,281.225,281.225,192.62,단독주택,"다가구주택, 업무시설",37.476001,126.8512973
경기도 광명시 광명동 293-1,20181231,20191121,20190508,331.0,203.1,61.36,203.1,203.1,61.36,창고시설,,37.4754118,126.852148
경기도 광명시 광명동 294-5,20180711,20180711,20190716,420.0,228.19,54.33,1457.93,1457.93,347.13,업무시설,"오피스텔, 공동주택(다세대주택)",37.47560319999999,126.8522333
경기도 광명시 광명동 295-36,20181018,20181018,20190417,292.0,200.72,68.74,884.86,858.76,294.1,공동주택,"공동주택(다세대주택),업무시설(오피스텔)",37.4752181,126.8529527
경기도 광명시 광명동 346-2,20180723,20180723,20190125,385.0,253.15,65.75,1192.41,1111.83,288.79,제2종근린생활시설,제1.2종근린생활시설및노유자시설,37.4735271,126.850736
경기도 광명시 광명동 577-7,20181214,20181214,20190607,662.0,152.1,22.98,151.38,151.38,22.87,제1종근린생활시설,제1종근린생활시설(휴게음식점),37.4628896,126.8525007
경기도 광명시 광명동 586-7,20181217,20181219,20190705,117.0,28.925,24.72,28.925,28.925,24.72,제2종근린생활시설,제2종근린생활시설,37.4615016,126.8530788
경기도 광명시 광명동 589-1,20180821,20180821,20190130,511.0,126.0,24.66,126.0,126.0,24.66,제1종근린생활시설,제1종근린생활시설(소매점),37.4610184,126.8533722
경기도 광명시 광명동 593,20180219,20180219,20180808,521.0,125.0,23.99,125.0,125.0,23.99,제1종근린생활시설,,37.46110669999999,126.8526484
경기도 광명시 광명동 593-4,20180219,20180219,20180808,623.0,319.0,51.2,319.0,319.0,51.2,제1종근린생활시설,,37.4614447,126.8525256
경기도 광명시 광명동 594,20180711,20180711,20181022,825.0,130.0,15.76,130.0,130.0,15.76,제1종근린생활시설,제1종근린생활시설(소매점),37.4611664,126.8522919
경기도 광명시 광명동 738-3,20181228,20201104,20210916,473.4,229.28,48.43,1173.45,1135.99,239.96,제1종근린생활시설,"근린생활시설(의원,학원,소매점), 공동주택(원룸형주택,다세대주택)",37.4682268,126.8516356
경기도 광명시 광명동 787-3,20181112,20181112,20220513,2059.0,1230.45,59.76,7362.35,4184.15,203.21,종교시설,,37.4717061,126.8526377
경기도 광명시 광명동 광명재정비촉진지구 광명16R구역 16-3,20180305,20180305,20180822,406.2,207.92,51.19,767.32,553.0,136.13,노유자시설,,37.4749863,126.8525731
경기도 광명시 노온사동 148,20180706,20180706,20181012,531.0,294.0,55.37,588.0,588.0,110.73,제1종근린생활시설,,37.4516088,126.8473495
경기도 광명시 노온사동 154-1,20181127,20181126,20190318,131.0,64.26,49.05,85.86,85.86,65.54,제1종근린생활시설,제1종근린생활시설(소매점),37.4518155,126.8496596
경기도 광명시 노온사동 159,20181112,20181112,20190318,603.0,130.75,21.68,199.95,199.95,33.16,제2종근린생활시설,단독주택,37.4513588,126.8500388
경기도 광명시 노온사동 218-8,20181201,20181201,20190823,447.0,161.49,36.13,156.72,156.72,35.06,단독주택,단독주택 및 사무소,37.44865679999999,126.8464867
경기도 광명시 노온사동 220-5,20181219,20181219,20211013,333.0,60.0,18.02,60.0,60.0,18.02,제2종근린생활시설,,37.4478958,126.8489253
경기도 광명시 노온사동 225-4,20181031,20191113,20200608,522.0,200.1,38.33,200.1,200.1,38.33,제1종근린생활시설,제1종근린생활시설,37.4471737,126.8489417
경기도 광명시 노온사동 225-5,20181031,20191113,20200608,645.0,364.0,56.43,364.0,364.0,56.43,제2종근린생활시설,제2종근린생활시설,37.4474717,126.8488968
경기도 광명시 노온사동 225-5,20181031,20191113,20200608,645.0,364.0,56.43,364.0,364.0,56.43,제2종근린생활시설,제2종근린생활시설,37.4474717,126.8488968
경기도 광명시 노온사동 363-28,20180821,20180821,20190206,421.0,249.75,59.32,499.5,499.5,118.65,제1종근린생활시설,,37.4434259,126.8454814
경기도 광명시 노온사동 375-2,20180110,20180110,20180516,696.0,372.66,53.54,480.67,480.67,69.06,창고시설,,37.4423525,126.8449905
경기도 광명시 노온사동 375-4,20181220,20181218,20190513,288.0,100.0,34.72,100.0,100.0,34.72,제1종근린생활시설,제1종근린생활시설(소매점),37.4422623,126.8448417
경기도 광명시 노온사동 424,20181230,20181230,20210219,110.0,56.97,51.79,136.74,130.94,119.04,제1종근린생활시설,"소매점,단독주택",37.4421111,126.8485123
경기도 광명시 노온사동 435-2,20181026,20181026,20190821,256.0,141.77,55.38,269.07,251.99,98.43,제1종근린생활시설,근린생활시설,37.4431955,126.8494813
경기도 광명시 노온사동 580,20181220,20181220,20191030,399.0,199.0,49.87,199.0,199.0,49.87,제2종근린생활시설,,37.4341828,126.8440153
경기도 광명시 노온사동 580-1,20181220,20181220,20191030,395.0,199.0,50.38,199.0,199.0,50.38,제2종근린생활시설,,37.4340763,126.8440779
경기도 광명시 노온사동 580-2,20181220,20181220,20191203,400.0,199.0,49.75,199.0,199.0,49.75,제2종근린생활시설,,37.4340217,126.8442318
경기도 광명시 노온사동 580-3,20181220,20181220,20191101,431.0,198.0,45.94,198.0,198.0,45.94,제2종근린생활시설,,37.4339772,126.8445993
경기도 광명시 노온사동 656,20180409,20180409,20181122,377.0,161.17,42.7507,336.52,336.52,89.2626,단독주택,,37.4324664,126.8502374
경기도 광명시 노온사동 757-1,20181226,20181226,20200109,373.0,156.713,42.01,309.526,309.526,82.98,단독주택,제1종근린생활시설(소매점),37.4267577,126.847763
경기도 광명시 노온사동 757-2,20181210,20181210,20201126,445.0,231.24,51.96,231.24,231.24,51.96,제1종근린생활시설,소매점,37.4269476,126.8477115
경기도 광명시 노온사동 757-6,20181105,20181105,20191028,354.0,211.1,59.63,211.1,211.1,59.63,제1종근린생활시설,제1종근린생활시설,37.4267689,126.8479831
경기도 광명시 노온사동 758-4,20181215,20181215,20200122,492.0,108.9,22.13,201.96,201.96,41.05,단독주택,제1종근린생활시설,37.4269641,126.8474322
경기도 광명시 노온사동 760-1,20181210,20181210,20190514,588.0,163.85,27.86,163.85,163.85,27.86,제1종근린생활시설,제1종근린생활시설,37.4264997,126.8476894
경기도 광명시 노온사동 760-4,20181217,20181217,20190902,377.0,222.32,58.97,444.64,444.64,117.94,제2종근린생활시설,"단독주택, 창고",37.4265376,126.8481089
경기도 광명시 노온사동 760-14,20181210,20181210,20190514,300.0,161.57,53.86,161.57,161.57,53.86,제1종근린생활시설,제1종근린생활시설(소매점),37.4265089,126.8478248
경기도 광명시 노온사동 760-15,20181210,20181210,20190514,300.0,163.2,54.4,163.2,163.2,54.4,제1종근린생활시설,제1종근린생활시설(소매점),37.4265283,126.8479581
경기도 광명시 노온사동 761-11,20181022,,20190318,261.0,79.43,30.43,79.43,79.43,30.43,제2종근린생활시설,제2종근린생활시설,37.4268356,126.8489352
경기도 광명시 노온사동 774-3,20180529,20180529,20180831,516.0,233.94,45.3372,233.94,233.94,45.3372,제1종근린생활시설,소매점,37.430717,126.8512619
경기도 광명시 소하동 29-1,20181119,20181119,20190930,121.0,54.54,45.07,157.98,134.61,111.24,제2종근린생활시설,,37.4508386,126.8918752
경기도 광명시 소하동 35-2,20180601,20180601,20181115,362.0,212.44,58.69,867.92,867.92,239.76,제1종근린생활시설,,37.4514329,126.8910476
경기도 광명시 소하동 947-6,20180405,20180405,20181207,284.0,167.76,59.07,680.87,680.87,239.74,공동주택,다세대주택(도시형생활주택)/소매점,37.4337654,126.8763551
경기도 광명시 소하동 947-8,20180405,20180405,20181207,282.3,167.76,59.43,677.51,677.51,239.99,공동주택,다세대주택(도시형생활주택)/소매점,37.4337069,126.876496
경기도 광명시 소하동 947-9,20180405,20180405,20181209,287.4,167.76,58.37,680.87,680.87,236.9,공동주택,다세대주택(도시형생활주택)/소매점,37.4336785,126.8766543
경기도 광명시 소하동 952,20180326,20180326,20180903,368.2,217.6,59.1,883.45,883.45,239.94,공동주택,다세대주택 및 오피스텔,37.4330055,126.8767424
경기도 광명시 소하동 1077-4,20180201,20180201,20180529,752.0,192.5,25.6,321.52,321.52,42.76,제2종근린생활시설,제2종근린생활시설,37.4346278,126.879198
경기도 광명시 소하동 1337-7,20181026,20181026,20200225,600.7,419.52,69.84,3704.06,2800.06,466.13,제2종근린생활시설,"제1,2종근린생활시설,업무시설,교육연구시설",37.44661360000001,126.8854899
경기도 광명시 소하동 1342-3,20180403,20180403,20190430,1210.0,809.96,66.93,8429.45,6042.65,499.39,업무시설,오피스텔,37.4469538,126.8823164
경기도 광명시 소하동 1398-4,20180723,20180801,20190306,278.2,129.51,46.55,190.28,171.32,61.58,단독주택,,37.4311964,126.8760898
경기도 광명시 옥길동 25-2,20181120,20181120,20190307,990.0,265.2,26.79,265.2,265.2,26.79,제1종근린생활시설,제1종근린생활시설,37.4697073,126.8421341
경기도 광명시 옥길동 47-2,20180523,20180523,20180911,276.0,164.84,59.72,230.84,230.84,83.64,제1종근린생활시설,제1종근린생활시설,37.4701729,126.8406352
경기도 광명시 옥길동 49,20180423,20180423,20180703,863.0,328.9,38.11,328.9,328.9,38.11,제2종근린생활시설,제2종근린생활시설(수리점),37.4709311,126.8413097
경기도 광명시 옥길동 56-1,20180528,20180528,20180828,709.0,269.36,37.99,538.72,538.72,75.98,제1종근린생활시설,"제1종근린생활시설, 문화및집회시설",37.4714189,126.8399874
경기도 광명시 옥길동 63-42,20180810,20180810,20181227,923.0,494.0,53.52,494.0,494.0,53.52,제2종근린생활시설,제2종근린생활시설,37.4709065,126.8419575
경기도 광명시 옥길동 63-42,20180810,20180810,20181227,923.0,494.0,53.52,494.0,494.0,53.52,제2종근린생활시설,제2종근린생활시설(수리점),37.4709065,126.8419575
경기도 광명시 옥길동 63-44,20180806,20180806,20190108,469.0,276.64,58.99,276.64,276.64,58.99,제1종근린생활시설,제1종근린생활시설,37.4706543,126.8420239
경기도 광명시 옥길동 111-8,20180604,20180604,20181130,330.0,155.58,47.15,225.86,225.86,68.44,제1종근린생활시설,"제1종근린생활시설(소매점),단독주택(단독주택)",37.4741369,126.8373106
경기도 광명시 옥길동 128-1,20181112,20181105,20191107,882.0,499.5,56.63,999.0,999.0,113.26,제1종근린생활시설,제1종근린생활시설(소매점),37.4727214,126.837358
경기도 광명시 옥길동 128-2,20181112,20181105,20191114,822.0,403.2,49.05,806.4,806.4,98.1,제1종근린생활시설,제1종근린생활시설(소매점),37.4726411,126.8370133
경기도 광명시 옥길동 128-3,20181112,20181105,20191106,883.0,499.5,56.56,999.0,999.0,113.13,제1종근린생활시설,제1종근린생활시설(소매점),37.472675,126.8375637
경기도 광명시 옥길동 128-4,20181112,20181105,20191106,985.0,496.8,50.44,993.6,993.6,100.87,제1종근린생활시설,제1종근린생활시설(소매점),37.4727172,126.8378137
경기도 광명시 옥길동 129,20181220,20181220,20200116,305.0,182.28,59.76,321.3,321.3,105.34,제1종근린생활시설,"제1종근린생활시설(소매점),단독주택(단독주택)",37.4724028,126.8366841
경기도 광명시 옥길동 133-4,20181203,20181105,20191114,532.0,260.4,48.95,342.6,342.6,64.4,제1종근린생활시설,"소매점,단독주택",37.472409,126.8377074
경기도 광명시 옥길동 133-17,20181203,20181105,20191107,532.0,219.6,41.28,268.78,268.78,50.52,제1종근린생활시설,제1종근린생활시설(소매점),37.4724364,126.8379415
경기도 광명시 옥길동 134,20181112,20110212,20191114,998.0,498.78,49.98,997.56,997.56,99.96,제1종근린생활시설,제1종근린생활시설(소매점),37.4726011,126.8383647
경기도 광명시 옥길동 141-7,20180226,20180226,20180620,961.0,334.04,34.76,334.04,334.04,34.76,제1종근린생활시설,제2종근린생활시설,37.4702645,126.839167
경기도 광명시 옥길동 141-21,20180821,20180821,20181129,306.0,162.54,53.12,162.54,162.54,53.12,제1종근린생활시설,제1종근린생활시설(소매점),37.4705403,126.8388386
경기도 광명시 옥길동 416,20181219,20181219,20190521,378.0,200.0,52.91,200.0,200.0,52.91,제2종근린생활시설,제2종근린생활시설,37.46426810000001,126.8294329
경기도 광명시 옥길동 416-1,20181219,20181219,20190906,334.0,200.0,59.88,200.0,200.0,59.88,제2종근린생활시설,제2종근린생활시설,37.4640323,126.8297378
경기도 광명시 옥길동 416-14,20181219,20181219,20190920,358.0,141.44,39.51,199.665,199.665,55.77,제2종근린생활시설,"제2종근린생할시설,단독주택",37.4643453,126.8295609
경기도 광명시 옥길동 416-15,20181219,20181219,20190611,358.0,141.5,39.53,200.0,200.0,55.87,제2종근린생활시설,단독주택,37.4644158,126.8297027
경기도 광명시 옥길동 416-16,20181219,20181219,20190823,334.0,200.0,59.88,200.0,200.0,59.88,제2종근린생활시설,제2종근린생활시설,37.4644963,126.829876
경기도 광명시 옥길동 416-17,20181219,20181219,20190902,386.0,200.0,51.81,200.0,200.0,51.81,제2종근린생활시설,제2종근린생활시설,37.4641837,126.8297464
경기도 광명시 옥길동 416-18,20181219,20181219,20190902,335.0,200.0,59.7,200.0,200.0,59.7,제2종근린생활시설,제2종근린생활시설,37.4642311,126.8298882
경기도 광명시 옥길동 416-19,20181219,20181219,20190823,334.0,200.0,59.88,200.0,200.0,59.88,제2종근린생활시설,제2종근린생활시서,37.4643834,126.8299851
경기도 광명시 옥길동 416-20,20181219,20181219,20190918,334.0,200.0,59.88,200.0,200.0,59.88,제2종근린생활시설,제2종근린생활시설,37.4642674,126.8300825
경기도 광명시 옥길동 416-21,20181219,20181219,20190905,335.0,200.0,59.7,200.0,200.0,59.7,제2종근린생활시설,제2종근린생활시설,37.46403129999999,126.8300756
경기도 광명시 옥길동 416-22,20181219,20181219,20190823,334.0,200.0,59.88,200.0,200.0,59.88,제2종근린생활시설,제2종근린생활시설,37.4640836,126.8302375
경기도 광명시 옥길동 416-25,20181219,20181219,20190906,334.0,200.0,59.88,200.0,200.0,59.88,제2종근린생활시설,제2종근린생활시설,37.4638743,126.8298677
경기도 광명시 옥길동 416-28,20181219,20181219,20190902,334.0,200.0,59.88,200.0,200.0,59.88,제2종근린생활시설,제2종근린생활시설,37.4638262,126.8301023
경기도 광명시 옥길동 416-29,20181219,20181219,20190918,334.0,163.72,49.02,199.07,199.07,59.6,제2종근린생활시설,제2종근린생활시설,37.4638936,126.8302753
경기도 광명시 옥길동 416-30,20181219,20181219,20190930,352.0,200.0,56.82,200.0,200.0,56.82,제2종근린생활시설,제2종근린생활시설,37.4637138,126.8302713
경기도 광명시 옥길동 418-13,20180910,20180910,20190118,330.0,184.8,56.0,184.8,184.8,56.0,제2종근린생활시설,제2종근린생활시설(수리점),37.4627284,126.8279134
경기도 광명시 옥길동 418-15,20180615,20180615,20180829,276.0,162.96,59.04,162.96,162.96,59.04,제1종근린생활시설,소매점,37.4626011,126.8274674
경기도 광명시 일직동 223-14,20180621,20180621,20181019,232.0,110.83,47.77,231.12,231.12,99.62,단독주택,단독주택(다가구주택),37.4212396,126.886224
경기도 광명시 일직동 501,20180731,20180731,20220126,10413.1,5847.38,56.15,96987.39,46512.59,446.67,의료시설,의료시설(종합병원),37.4212396,126.886224
경기도 광명시 일직동 501-4,20180731,20180731,20201123,11155.9,7792.24,69.8486,97384.25,50196.05,449.9507,공장,"공장,기숙사,제1,2종근린생활시설",37.4212396,126.886224
경기도 광명시 일직동 510-3,20180426,20180604,20191210,1465.8,1021.08,69.66,12900.35,6864.51,468.31,제1종근린생활시설,"제1,2종근린생활시설,업무시설",37.4212396,126.886224
경기도 광명시 일직동 514,20180813,20180813,20211112,32864.3,20150.81,61.3152,269190.25,147775.49,449.6535,공장,지식산업센터,37.4212396,126.886224
경기도 광명시 일직동 광명역세권지구 원1,20180605,,,2367.0,960.07,40.56,2158.19,2095.54,88.53,교육연구시설,,37.4213009,126.8853993
경기도 광명시 철산동 32-30,20180713,20180713,20190502,483.0,221.52,45.86,993.24,915.36,189.52,제1종근린생활시설,,37.48941780000001,126.8692908
경기도 광명시 철산동 146-1,20180702,20180702,20190115,171.0,101.7,59.47,316.37,316.37,185.01,공동주택,다세대주택,37.4850211,126.8655601
경기도 광명시 철산동 153,20180709,20180716,20200731,34856.8,845.07,2.42,3228.71,2097.55,6.02,교육연구시설,도서관,37.4838205,126.8651405
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,공동주택(아파트),37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,공동주택(아파트),37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,공동주택(아파트),37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,공동주택(아파트),37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,제2종근린생활시설,근린생활시설,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,MDF,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,지하주차장,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,경비실,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,경비실,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,관리사무소,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,제2종근린생활시설,근린생활시설  기계실,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,제2종근린생활시설,근린생활시설  지하주차장,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,"기계실,빗물저류조 기계실",37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,방재실,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,어린이집,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,작은도서관,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,"전기,발전기실",37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,주민공동시설,37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,공동주택(아파트),37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,공동주택(아파트),37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,공동주택(아파트),37.471789,126.8652854
경기도 광명시 철산동 452,20180704,20180704,20210226,28855.8,4540.3299,15.73,113098.3583,75626.3048,262.08,공동주택,경로당,37.471789,126.8652854
경기도 광명시 하안동 240-6,20180615,20180615,20190222,265.0,157.43,59.41,470.13,382.02,144.16,단독주택,,37.4567032,126.87751
경기도 광명시 하안동 866-8,20180427,20180427,20200205,563.0,270.88,48.11,487.42,487.42,86.58,단독주택,다가구주택,37.45441,126.8606314
경기도 광명시 하안동 872-6,20180627,20180627,20190108,200.0,117.966,58.98,267.269,267.269,133.63,단독주택,"다가구주택, 제2종근린생활시설",37.4531721,126.860413
경기도 광명시 하안동 874-4,20180503,20180503,20181102,220.0,114.7,52.14,259.95,259.95,118.16,단독주택,,37.4534057,126.8613576
경기도 광명시 하안동 874-6,20180404,20180404,20180927,254.5,146.67,57.63,294.45,294.45,115.7,단독주택,단독주택(다가구주택),37.4534432,126.861018
경기도 광명시 하안동 889-1,20180612,20180612,20191230,854.5,493.13,57.71,1787.35,1167.18,136.59,제2종근린생활시설,,37.452685,126.8600989
경기도 광명시 가학동 299-3,20190313,20190313,20190805,257.0,119.16,46.37,223.62,223.62,87.01,단독주택,일반음식점,37.418394,126.8563732
경기도 광명시 가학동 317-1,20190415,20190412,20190705,98.0,55.27,56.4,55.27,55.27,56.4,제1종근린생활시설,소매점,37.4213055,126.8569616
경기도 광명시 가학동 324-1,20190807,20190807,20191217,309.0,173.825,56.25,288.403,288.403,93.33,제2종근린생활시설,단독주택,37.4211239,126.8559429
경기도 광명시 가학동 324-26,20190822,20190822,20191216,420.0,250.82,59.72,330.08,330.08,78.59,제2종근린생활시설,"제2종근린생활시설, 단독주택",37.42093819999999,126.8559215
경기도 광명시 가학동 333-2,20190812,20190812,20200212,109.0,53.78,49.34,104.83,91.43,83.88,단독주택,단독주택,37.421327,126.8565044
경기도 광명시 가학동 478-2,20190311,20190311,20190906,545.0,295.995,54.31,567.123,567.123,104.06,제1종근린생활시설,단독주택,37.4175028,126.8506741
경기도 광명시 가학동 478-5,20190503,20190503,20191030,439.0,205.49,46.8,447.42,447.42,101.92,단독주택,"단독주택, 제1종근린생활시설",37.4175034,126.850466
경기도 광명시 가학동 486-2,20190624,20190624,20191223,328.0,196.56,59.93,196.56,196.56,59.93,제2종근린생활시설,제2종근린생활시설,37.4184821,126.8506739
경기도 광명시 가학동 486-19,20190624,20190624,20200115,327.0,189.96,58.09,379.92,189.96,58.09,제1종근린생활시설,제2종근린생활시설,37.4183251,126.8508071
경기도 광명시 가학동 486-22,20190619,20190619,20191209,354.0,200.55,56.65,200.55,200.55,56.65,제2종근린생활시설,제2종근린생활시설,37.4185864,126.850486
경기도 광명시 가학동 818-3,20190510,20190513,20191010,578.0,198.0,34.26,198.0,198.0,34.26,제2종근린생활시설,제2종근린생활시설,37.4125522,126.8616765
경기도 광명시 가학동 820-6,20190412,,20190725,328.0,65.7,20.03,65.7,65.7,20.03,제1종근린생활시설,제1종근린생활시설,37.4127574,126.8632573
경기도 광명시 가학동 820-10,20190409,20190409,20190725,763.0,204.0,26.74,204.0,204.0,26.74,제1종근린생활시설,제1종근린생활시설,37.4128005,126.8636381
경기도 광명시 광명동 24-52,20191102,20191102,20200206,293.0,172.28,58.79,185.72,185.72,63.39,제2종근린생활시설,교회,37.48053540000001,126.860746
경기도 광명시 광명동 31-3,20190517,20190517,20200814,558.0,162.315,29.09,1428.895,1338.145,239.81,업무시설,"(오피스텔),공동주택(다세대주택)",37.4791955,126.860506
경기도 광명시 광명동 33-72,20190819,20190819,20200217,999.7,585.49,58.57,1383.91,1383.91,138.43,제1종근린생활시설,"제1종근린생활시설(소매점),제2종근린생활시설(사무소)",37.4774597,126.8620825
경기도 광명시 광명동 35-1,20190708,20190708,20191114,97.3,58.22,59.84,185.35,185.35,190.49,단독주택,다가구주택,37.4786983,126.8592279
경기도 광명시 광명동 53-3,20190919,20190919,20200303,193.1,114.99,59.55,382.37,382.37,198.02,공동주택,다세대주택(6세대),37.4847837,126.855716
경기도 광명시 광명동 128-7,20190701,20190701,20200116,385.2,230.59,59.86,917.9,873.72,226.82,공동주택,다세대주택 및 오피스텔,37.4798058,126.8587413
경기도 광명시 광명동 158-921,20190705,20190705,20200414,212.9,126.97,59.64,573.27,573.27,269.27,제1종근린생활시설,,37.48048989999999,126.8499907
경기도 광명시 광명동 163-3,20190717,20190717,20200501,142.0,84.9,59.79,590.84,431.33,303.75,제2종근린생활시설,제1종근린생활시설,37.4808505,126.8487141
경기도 광명시 광명동 211-2,20190523,20190523,20200330,789.0,364.37,46.18,2357.79,1891.89,239.78,업무시설,"업무시설(오피스텔), 공동주택(다세대주택)",37.4776477,126.8493382
경기도 광명시 광명동 270-47,20190517,20190517,20191114,225.0,123.3,54.8,510.745,450.795,200.3533,공동주택,,37.4773,126.8497354
경기도 광명시 광명동 281-42,20190625,20190625,20200106,425.0,254.39,59.86,944.04,902.95,212.32,공동주택,도시형생활주택(다세대주택)및오피스텔,37.4745127,126.8503053
경기도 광명시 광명동 289-16,20190315,20190315,20190909,152.0,92.53,60.88,585.03,538.92,354.55,공동주택,"다세대주택,오피스텔,사무소",37.4749781,126.8514186
경기도 광명시 광명동 289-26,20190806,20190806,20200106,630.0,341.85,54.26,1510.86,1510.86,239.82,업무시설,"공동주택(다세대주택),제1종근린생활시설",37.4751712,126.8511297
경기도 광명시 광명동 295-27,20190821,20190821,20200211,370.0,188.57,50.96,998.46,967.15,261.39,공동주택,다세대주택및오피스텔,37.4756342,126.8532469
경기도 광명시 광명동 334-5,20190328,20190328,20190718,126.0,67.54,53.6,124.18,124.18,98.56,제2종근린생활시설,제2종근린생활시설,37.4729801,126.8535618
경기도 광명시 광명동 342,20191120,20191120,20210604,734.0,511.99,69.75,3687.55,2508.03,341.69,공동주택,"근린생활시설, 공동주택",37.4738839,126.852698
경기도 광명시 광명동 346-21,20191230,20191223,20210601,553.0,302.08,54.63,2985.75,2488.96,450.08,업무시설,"업무시설(오피스텔),제1종근린생활시설(소매점)",37.4730572,126.8503979
경기도 광명시 광명동 346-54,20190207,20190207,20191203,763.0,510.15,66.86,1994.12,1994.12,261.35,공동주택,,37.473458,126.850406
경기도 광명시 광명동 346-55,20190722,20190716,20220214,607.0,348.6,57.43,3362.34,2577.15,424.57,공동주택,"공동주택(아파트),업무시설(오피스텔)",37.4732357,126.8501841
경기도 광명시 광명동 591-3,20190308,20190308,20190926,123.0,59.18,48.11,110.49,110.49,89.83,단독주택,"단독주택(단독주택),제2종근린생활시설(일반음식점)",37.4610261,126.8529483
경기도 광명시 광명동 758-4,20191105,20191105,20200825,587.5,293.03,49.88,1457.07,1407.25,239.53,업무시설,"업무시설(오피스텔),공동주택(다세대주택)",37.4706111,126.8463858
경기도 광명시 노온사동 224-2,20190902,20190902,20191206,676.0,276.0,40.8284,276.0,276.0,40.8284,제1종근린생활시설,,37.4473811,126.8485528
경기도 광명시 노온사동 224-9,20190902,20190902,20191206,557.0,276.0,49.5512,276.0,276.0,49.5512,제1종근린생활시설,,37.447561,126.8487196
경기도 광명시 노온사동 225,20190219,20191113,20200608,358.0,200.1,55.89,200.1,200.1,55.89,제2종근린생활시설,제2종근린생활시설,37.4474717,126.8488968
경기도 광명시 노온사동 225-2,20190219,20191113,20200608,446.0,200.1,44.87,200.1,200.1,44.87,제2종근린생활시설,제2종근린생활시설,37.4473211,126.8488047
